"Measure","Time","Time_Type","Ethnicity","Ethnicity_Type","Geography","Type of school","Value","Numerator","Denominator"
"Fixed period exclusions","2009/10","Academic Year","White other","ONS 18+1","England","State-funded secondary","6.655755592","7442","111813"
"Fixed period exclusions","2009/10","Academic Year","Mixed","ONS 5+1","England","State-funded secondary","12.61660978","14417","114270"
"Fixed period exclusions","2009/10","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","State-funded secondary","18.49703532","7175","38790"
"Fixed period exclusions","2009/10","Academic Year","Mixed White/Black African","ONS 18+1","England","State-funded secondary","12.77498701","1475","11546"
"Fixed period exclusions","2009/10","Academic Year","Mixed White/Asian","ONS 18+1","England","State-funded secondary","6.976253743","1654","23709"
"Fixed period exclusions","2009/10","Academic Year","Mixed other","ONS 18+1","England","State-funded secondary","10.22498446","4113","40225"
"Fixed period exclusions","2009/10","Academic Year","Asian","ONS 5+1","England","State-funded secondary","4.949980762","12865","259900"
"Fixed period exclusions","2009/10","Academic Year","Indian","ONS 18+1","England","State-funded secondary","2.399163797","1951","81320"
"Fixed period exclusions","2009/10","Academic Year","Pakistani","ONS 18+1","England","State-funded secondary","7.231230861","7037","97314"
"Fixed period exclusions","2009/10","Academic Year","Bangladeshi","ONS 18+1","England","State-funded secondary","5.840417453","2384","40819"
"Fixed period exclusions","2009/10","Academic Year","Asian other","ONS 18+1","England","State-funded secondary","3.691250278","1493","40447"
"Fixed period exclusions","2009/10","Academic Year","Black","ONS 5+1","England","State-funded secondary","12.98464849","18828","145002"
"Fixed period exclusions","2009/10","Academic Year","Black Caribbean","ONS 18+1","England","State-funded secondary","17.30794775","7818","45170"
"Fixed period exclusions","2009/10","Academic Year","Black African","ONS 18+1","England","State-funded secondary","10.24531025","8591","83853"
"Fixed period exclusions","2009/10","Academic Year","Black other","ONS 18+1","England","State-funded secondary","15.13861944","2419","15979"
"Fixed period exclusions","2009/10","Academic Year","Chinese","ONS 5+1","England","State-funded secondary","1.191092698","161","13517"
"Fixed period exclusions","2009/10","Academic Year","Other","ONS 5+1","England","State-funded secondary","6.477958707","2554","39426"
"Fixed period exclusions","2009/10","Academic Year","All Ethnic Minorities","ONS 18+1","England","State-funded secondary","8.443879044","59140","700389"
"Fixed period exclusions","2009/10","Academic Year","Unclassified","ONS 18+1","England","State-funded secondary","10.87145305","4632","42607"
"Fixed period exclusions","2009/10","Academic Year","Total","ONS 5+1","England","Special","16.23446638","14906","91817"
"Fixed period exclusions","2009/10","Academic Year","White","ONS 5+1","England","Special","17.78099949","12510","70356"
"Fixed period exclusions","2009/10","Academic Year","White British","ONS 18+1","England","Special","17.95832531","12126","67523"
"Fixed period exclusions","2009/10","Academic Year","White Irish","ONS 18+1","England","Special","21.50943396","57","265"
"Fixed period exclusions","2009/10","Academic Year","Irish Traveller","ONS 18+1","England","Special","50.64935065","39","77"
"Fixed period exclusions","2009/10","Academic Year","Gypsy/Roma","ONS 18+1","England","Special","29.62962963","56","189"
"Fixed period exclusions","2009/10","Academic Year","White other","ONS 18+1","England","Special","10.07819288","232","2302"
"Fixed period exclusions","2009/10","Academic Year","Mixed","ONS 5+1","England","Special","29.77645306","999","3355"
"Fixed period exclusions","2009/10","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","Special","43.61702128","533","1222"
"Fixed period exclusions","2009/10","Academic Year","Mixed White/Black African","ONS 18+1","England","Special","30.11695906","103","342"
"Fixed period exclusions","2009/10","Academic Year","Mixed White/Asian","ONS 18+1","England","Special","17.78169014","101","568"
"Fixed period exclusions","2009/10","Academic Year","Mixed other","ONS 18+1","England","Special","21.42273099","262","1223"
"Fixed period exclusions","2009/10","Academic Year","Asian","ONS 5+1","England","Special","3.566550311","235","6589"
"Fixed period exclusions","2009/10","Academic Year","Indian","ONS 18+1","England","Special","1.989683125","27","1357"
"Fixed period exclusions","2009/10","Academic Year","Pakistani","ONS 18+1","England","Special","4.198927933","141","3358"
"Fixed period exclusions","2009/10","Academic Year","Bangladeshi","ONS 18+1","England","Special","2.192982456","20","912"
"Fixed period exclusions","2009/10","Academic Year","Asian other","ONS 18+1","England","Special","4.885654886","47","962"
"Fixed period exclusions","2009/10","Academic Year","Black","ONS 5+1","England","Special","17.63553233","810","4593"
"Fixed period exclusions","2009/10","Academic Year","Black Caribbean","ONS 18+1","England","Special","34.86238532","494","1417"
"Fixed period exclusions","2009/10","Academic Year","Black African","ONS 18+1","England","Special","7.419486343","182","2453"
"Fixed period exclusions","2009/10","Academic Year","Black other","ONS 18+1","England","Special","18.53388658","134","723"
"Fixed period exclusions","2009/10","Academic Year","Chinese","ONS 5+1","England","Special","4.424778761","10","226"
"Fixed period exclusions","2009/10","Academic Year","Other","ONS 5+1","England","Special","6.161137441","52","844"
"Fixed period exclusions","2009/10","Academic Year","All Ethnic Minorities","ONS 18+1","England","Special","13.5032538","2490","18440"
"Fixed period exclusions","2009/10","Academic Year","Unclassified","ONS 18+1","England","Special","28.48722986","290","1018"
"Fixed period exclusions","2008/09","Academic Year","Total","ONS 5+1","England","Total","4.878400224","363277","7446642"
"Fixed period exclusions","2008/09","Academic Year","White","ONS 5+1","England","Total","5.571133293","296002","5313138"
"Fixed period exclusions","2008/09","Academic Year","White British","ONS 18+1","England","Total","5.612525486","282794","5038623"
"Fixed period exclusions","2008/09","Academic Year","White Irish","ONS 18+1","England","Total","6.169228082","1413","22904"
"Fixed period exclusions","2008/09","Academic Year","Irish Traveller","ONS 18+1","England","Total","16.76228486","672","4009"
"Fixed period exclusions","2008/09","Academic Year","Gypsy/Roma","ONS 18+1","England","Total","15.48035384","1505","9722"
"Fixed period exclusions","2008/09","Academic Year","White other","ONS 18+1","England","Total","4.043215066","9618","237880"
"Fixed period exclusions","2008/09","Academic Year","Mixed","ONS 5+1","England","Total","7.366842019","17925","243320"
"Fixed period exclusions","2008/09","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","Total","11.40703959","9097","79749"
"Fixed period exclusions","2008/09","Academic Year","Mixed White/Black African","ONS 18+1","England","Total","6.409711215","1658","25867"
"Fixed period exclusions","2008/09","Academic Year","Mixed White/Asian","ONS 18+1","England","Total","3.873682555","1970","50856"
"Fixed period exclusions","2008/09","Academic Year","Mixed other","ONS 18+1","England","Total","5.987472366","5200","86848"
"Fixed period exclusions","2008/09","Academic Year","Asian","ONS 5+1","England","Total","2.645492208","14751","557590"
"Fixed period exclusions","2008/09","Academic Year","Indian","ONS 18+1","England","Total","1.330348302","2163","162589"
"Fixed period exclusions","2008/09","Academic Year","Pakistani","ONS 18+1","England","Total","3.548221194","7934","223605"
"Fixed period exclusions","2008/09","Academic Year","Bangladeshi","ONS 18+1","England","Total","3.201294513","2928","91463"
"Fixed period exclusions","2008/09","Academic Year","Asian other","ONS 18+1","England","Total","2.159308421","1726","79933"
"Fixed period exclusions","2008/09","Academic Year","Black","ONS 5+1","England","Total","7.721011092","23361","302564"
"Fixed period exclusions","2008/09","Academic Year","Black Caribbean","ONS 18+1","England","Total","11.21156733","10305","91914"
"Fixed period exclusions","2008/09","Academic Year","Black African","ONS 18+1","England","Total","5.62069924","9908","176277"
"Fixed period exclusions","2008/09","Academic Year","Black other","ONS 18+1","England","Total","9.158351031","3148","34373"
"Fixed period exclusions","2008/09","Academic Year","Chinese","ONS 5+1","England","Total","0.834244523","206","24693"
"Fixed period exclusions","2008/09","Academic Year","Other","ONS 5+1","England","Total","3.611896306","2990","82782"
"Fixed period exclusions","2008/09","Academic Year","All Ethnic Minorities","ONS 18+1","England","Total","4.876658068","72441","1485464"
"Fixed period exclusions","2008/09","Academic Year","Unclassified","ONS 18+1","England","Total","9.683757885","6801","70231"
"Fixed period exclusions","2008/09","Academic Year","Total","ONS 5+1","England","State-funded primary","0.968962684","39508","4077350"
"Fixed period exclusions","2008/09","Academic Year","White","ONS 5+1","England","State-funded primary","1.212210217","31036","2560282"
"Fixed period exclusions","2008/09","Academic Year","White British","ONS 18+1","England","State-funded primary","1.225986153","29609","2415117"
"Fixed period exclusions","2008/09","Academic Year","White Irish","ONS 18+1","England","State-funded primary","1.351729281","145","10727"
"Fixed period exclusions","2008/09","Academic Year","Irish Traveller","ONS 18+1","England","State-funded primary","6.033287101","174","2884"
"Fixed period exclusions","2008/09","Academic Year","Gypsy/Roma","ONS 18+1","England","State-funded primary","3.321949705","214","6442"
"Fixed period exclusions","2008/09","Academic Year","White other","ONS 18+1","England","State-funded primary","0.714559754","894","125112"
"Fixed period exclusions","2008/09","Academic Year","Mixed","ONS 5+1","England","State-funded primary","1.639885126","2187","133363"
"Fixed period exclusions","2008/09","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","State-funded primary","2.671234518","1115","41741"
"Fixed period exclusions","2008/09","Academic Year","Mixed White/Black African","ONS 18+1","England","State-funded primary","1.496425947","224","14969"
"Fixed period exclusions","2008/09","Academic Year","Mixed White/Asian","ONS 18+1","England","State-funded primary","0.624298541","178","28512"
"Fixed period exclusions","2008/09","Academic Year","Mixed other","ONS 18+1","England","State-funded primary","1.391745082","670","48141"
"Fixed period exclusions","2008/09","Academic Year","Asian","ONS 5+1","England","State-funded primary","0.345920438","1038","300069"
"Fixed period exclusions","2008/09","Academic Year","Indian","ONS 18+1","England","State-funded primary","0.140978616","113","80154"
"Fixed period exclusions","2008/09","Academic Year","Pakistani","ONS 18+1","England","State-funded primary","0.515284671","652","126532"
"Fixed period exclusions","2008/09","Academic Year","Bangladeshi","ONS 18+1","England","State-funded primary","0.335454685","175","52168"
"Fixed period exclusions","2008/09","Academic Year","Asian other","ONS 18+1","England","State-funded primary","0.237777508","98","41215"
"Fixed period exclusions","2008/09","Academic Year","Black","ONS 5+1","England","State-funded primary","2.083846091","3302","158457"
"Fixed period exclusions","2008/09","Academic Year","Black Caribbean","ONS 18+1","England","State-funded primary","3.599903358","1639","45529"
"Fixed period exclusions","2008/09","Academic Year","Black African","ONS 18+1","England","State-funded primary","1.296382385","1227","94648"
"Fixed period exclusions","2008/09","Academic Year","Black other","ONS 18+1","England","State-funded primary","2.38512035","436","18280"
"Fixed period exclusions","2008/09","Academic Year","Chinese","ONS 5+1","England","State-funded primary","0.092081031","10","10860"
"Fixed period exclusions","2008/09","Academic Year","Other","ONS 5+1","England","State-funded primary","0.520467969","230","44191"
"Fixed period exclusions","2008/09","Academic Year","All Ethnic Minorities","ONS 18+1","England","State-funded primary","1.034458815","8194","792105"
"Fixed period exclusions","2008/09","Academic Year","Unclassified","ONS 18+1","England","State-funded primary","1.93166777","467","24176"
"Fixed period exclusions","2008/09","Academic Year","Total","ONS 5+1","England","State-funded secondary","9.390753079","307841","3278129"
"Fixed period exclusions","2008/09","Academic Year","White","ONS 5+1","England","State-funded secondary","9.374883495","251461","2682284"
"Fixed period exclusions","2008/09","Academic Year","White British","ONS 18+1","England","State-funded secondary","9.396564002","240154","2555764"
"Fixed period exclusions","2008/09","Academic Year","White Irish","ONS 18+1","England","State-funded secondary","10.08318629","1200","11901"
"Fixed period exclusions","2008/09","Academic Year","Irish Traveller","ONS 18+1","England","State-funded secondary","43.90009606","457","1041"
"Fixed period exclusions","2008/09","Academic Year","Gypsy/Roma","ONS 18+1","England","State-funded secondary","39.93527508","1234","3090"
"Fixed period exclusions","2008/09","Academic Year","White other","ONS 18+1","England","State-funded secondary","7.617116791","8416","110488"
"Fixed period exclusions","2008/09","Academic Year","Mixed","ONS 5+1","England","State-funded secondary","13.80104261","14746","106847"
"Fixed period exclusions","2008/09","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","State-funded secondary","20.04826988","7393","36876"
"Fixed period exclusions","2008/09","Academic Year","Mixed White/Black African","ONS 18+1","England","State-funded secondary","12.75871846","1350","10581"
"Fixed period exclusions","2008/09","Academic Year","Mixed White/Asian","ONS 18+1","England","State-funded secondary","7.87047654","1716","21803"
"Fixed period exclusions","2008/09","Academic Year","Mixed other","ONS 18+1","England","State-funded secondary","11.40553915","4287","37587"
"Fixed period exclusions","2008/09","Academic Year","Asian","ONS 5+1","England","State-funded secondary","5.358443699","13461","251211"
"Fixed period exclusions","2008/09","Academic Year","Indian","ONS 18+1","England","State-funded secondary","2.492292514","2021","81090"
"Fixed period exclusions","2008/09","Academic Year","Pakistani","ONS 18+1","England","State-funded secondary","7.591617456","7122","93814"
"Fixed period exclusions","2008/09","Academic Year","Bangladeshi","ONS 18+1","England","State-funded secondary","7.106269014","2733","38459"
"Fixed period exclusions","2008/09","Academic Year","Asian other","ONS 18+1","England","State-funded secondary","4.187803847","1585","37848"
"Fixed period exclusions","2008/09","Academic Year","Black","ONS 5+1","England","State-funded secondary","13.76409919","19244","139813"
"Fixed period exclusions","2008/09","Academic Year","Black Caribbean","ONS 18+1","England","State-funded secondary","18.2014037","8195","45024"
"Fixed period exclusions","2008/09","Academic Year","Black African","ONS 18+1","England","State-funded secondary","10.68822543","8481","79349"
"Fixed period exclusions","2008/09","Academic Year","Black other","ONS 18+1","England","State-funded secondary","16.63212435","2568","15440"
"Fixed period exclusions","2008/09","Academic Year","Chinese","ONS 5+1","England","State-funded secondary","1.368351357","186","13593"
"Fixed period exclusions","2008/09","Academic Year","Other","ONS 5+1","England","State-funded secondary","7.066829062","2669","37768"
"Fixed period exclusions","2008/09","Academic Year","All Ethnic Minorities","ONS 18+1","England","State-funded secondary","9.117694065","61613","675752"
"Fixed period exclusions","2008/09","Academic Year","Unclassified","ONS 18+1","England","State-funded secondary","13.47638914","6073","45064"
"Fixed period exclusions","2008/09","Academic Year","Total","ONS 5+1","England","Special","17.4720007","15928","91163"
"Fixed period exclusions","2008/09","Academic Year","White","ONS 5+1","England","Special","19.13648472","13505","70572"
"Fixed period exclusions","2008/09","Academic Year","White British","ONS 18+1","England","Special","19.23621978","13031","67742"
"Fixed period exclusions","2008/09","Academic Year","White Irish","ONS 18+1","England","Special","24.63768116","68","276"
"Fixed period exclusions","2008/09","Academic Year","Irish Traveller","ONS 18+1","England","Special","48.80952381","41","84"
"Fixed period exclusions","2008/09","Academic Year","Gypsy/Roma","ONS 18+1","England","Special","30","57","190"
"Fixed period exclusions","2008/09","Academic Year","White other","ONS 18+1","England","Special","13.50877193","308","2280"
"Fixed period exclusions","2008/09","Academic Year","Mixed","ONS 5+1","England","Special","31.89710611","992","3110"
"Fixed period exclusions","2008/09","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","Special","52.03180212","589","1132"
"Fixed period exclusions","2008/09","Academic Year","Mixed White/Black African","ONS 18+1","England","Special","26.49842271","84","317"
"Fixed period exclusions","2008/09","Academic Year","Mixed White/Asian","ONS 18+1","England","Special","14.04805915","76","541"
"Fixed period exclusions","2008/09","Academic Year","Mixed other","ONS 18+1","England","Special","21.69642857","243","1120"
"Fixed period exclusions","2008/09","Academic Year","Asian","ONS 5+1","England","Special","3.993660856","252","6310"
"Fixed period exclusions","2008/09","Academic Year","Indian","ONS 18+1","England","Special","2.156133829","29","1345"
"Fixed period exclusions","2008/09","Academic Year","Pakistani","ONS 18+1","England","Special","4.909481436","160","3259"
"Fixed period exclusions","2008/09","Academic Year","Bangladeshi","ONS 18+1","England","Special","2.392344498","20","836"
"Fixed period exclusions","2008/09","Academic Year","Asian other","ONS 18+1","England","Special","4.942528736","43","870"
"Fixed period exclusions","2008/09","Academic Year","Black","ONS 5+1","England","Special","18.97997205","815","4294"
"Fixed period exclusions","2008/09","Academic Year","Black Caribbean","ONS 18+1","England","Special","34.60690669","471","1361"
"Fixed period exclusions","2008/09","Academic Year","Black African","ONS 18+1","England","Special","8.771929825","200","2280"
"Fixed period exclusions","2008/09","Academic Year","Black other","ONS 18+1","England","Special","22.05206738","144","653"
"Fixed period exclusions","2008/09","Academic Year","Chinese","ONS 5+1","England","Special","4.166666667","10","240"
"Fixed period exclusions","2008/09","Academic Year","Other","ONS 5+1","England","Special","11.05710814","91","823"
"Fixed period exclusions","2008/09","Academic Year","All Ethnic Minorities","ONS 18+1","England","Special","14.95995911","2634","17607"
"Fixed period exclusions","2008/09","Academic Year","Unclassified","ONS 18+1","England","Special","26.3370333","261","991"
"Fixed period exclusions","2007/08","Academic Year","Total","ONS 5+1","England","Total","5.134407477","383831","7475663"
"Fixed period exclusions","2007/08","Academic Year","White","ONS 5+1","England","Total","5.83192298","314783","5397585"
"Fixed period exclusions","2007/08","Academic Year","White British","ONS 18+1","England","Total","5.874119594","302169","5144073"
"Fixed period exclusions","2007/08","Academic Year","White Irish","ONS 18+1","England","Total","6.116065768","1447","23659"
"Fixed period exclusions","2007/08","Academic Year","Irish Traveller","ONS 18+1","England","Total","16.34639381","655","4007"
"Fixed period exclusions","2007/08","Academic Year","Gypsy/Roma","ONS 18+1","England","Total","18.5227016","1640","8854"
"Fixed period exclusions","2007/08","Academic Year","White other","ONS 18+1","England","Total","4.088629996","8872","216992"
"Fixed period exclusions","2007/08","Academic Year","Mixed","ONS 5+1","England","Total","7.752790431","17837","230072"
"Fixed period exclusions","2007/08","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","Total","11.91710513","9241","77544"
"Fixed period exclusions","2007/08","Academic Year","Mixed White/Black African","ONS 18+1","England","Total","6.940245973","1676","24149"
"Fixed period exclusions","2007/08","Academic Year","Mixed White/Asian","ONS 18+1","England","Total","3.968554252","1888","47574"
"Fixed period exclusions","2007/08","Academic Year","Mixed other","ONS 18+1","England","Total","6.227337417","5032","80805"
"Fixed period exclusions","2007/08","Academic Year","Asian","ONS 5+1","England","Total","2.78432731","14950","536934"
"Fixed period exclusions","2007/08","Academic Year","Indian","ONS 18+1","England","Total","1.498682375","2417","161275"
"Fixed period exclusions","2007/08","Academic Year","Pakistani","ONS 18+1","England","Total","3.818961899","8189","214430"
"Fixed period exclusions","2007/08","Academic Year","Bangladeshi","ONS 18+1","England","Total","3.06605933","2679","87376"
"Fixed period exclusions","2007/08","Academic Year","Asian other","ONS 18+1","England","Total","2.254478491","1665","73853"
"Fixed period exclusions","2007/08","Academic Year","Black","ONS 5+1","England","Total","8.00008178","23478","293472"
"Fixed period exclusions","2007/08","Academic Year","Black Caribbean","ONS 18+1","England","Total","11.02809001","10184","92346"
"Fixed period exclusions","2007/08","Academic Year","Black African","ONS 18+1","England","Total","6.022249162","10134","168276"
"Fixed period exclusions","2007/08","Academic Year","Black other","ONS 18+1","England","Total","9.619482496","3160","32850"
"Fixed period exclusions","2007/08","Academic Year","Chinese","ONS 5+1","England","Total","0.951421084","236","24805"
"Fixed period exclusions","2007/08","Academic Year","Other","ONS 5+1","England","Total","3.785268351","2977","78647"
"Fixed period exclusions","2007/08","Academic Year","All Ethnic Minorities","ONS 18+1","England","Total","5.086063486","72092","1417442"
"Fixed period exclusions","2007/08","Academic Year","Unclassified","ONS 18+1","England","Total","10.23187836","8331","81422"
"Fixed period exclusions","2007/08","Academic Year","Total","ONS 5+1","England","State-funded primary","1.058428976","43294","4090402"
"Fixed period exclusions","2007/08","Academic Year","White","ONS 5+1","England","State-funded primary","1.30383045","34043","2610999"
"Fixed period exclusions","2007/08","Academic Year","White British","ONS 18+1","England","State-funded primary","1.312215569","32499","2476651"
"Fixed period exclusions","2007/08","Academic Year","White Irish","ONS 18+1","England","State-funded primary","1.546116936","174","11254"
"Fixed period exclusions","2007/08","Academic Year","Irish Traveller","ONS 18+1","England","State-funded primary","7.94198895","230","2896"
"Fixed period exclusions","2007/08","Academic Year","Gypsy/Roma","ONS 18+1","England","State-funded primary","4.0625","234","5760"
"Fixed period exclusions","2007/08","Academic Year","White other","ONS 18+1","England","State-funded primary","0.791695066","906","114438"
"Fixed period exclusions","2007/08","Academic Year","Mixed","ONS 5+1","England","State-funded primary","1.818538576","2317","127410"
"Fixed period exclusions","2007/08","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","State-funded primary","3.012922898","1245","41322"
"Fixed period exclusions","2007/08","Academic Year","Mixed White/Black African","ONS 18+1","England","State-funded primary","1.591361182","224","14076"
"Fixed period exclusions","2007/08","Academic Year","Mixed White/Asian","ONS 18+1","England","State-funded primary","0.676028983","181","26774"
"Fixed period exclusions","2007/08","Academic Year","Mixed other","ONS 18+1","England","State-funded primary","1.474424157","667","45238"
"Fixed period exclusions","2007/08","Academic Year","Asian","ONS 5+1","England","State-funded primary","0.442681723","1278","288695"
"Fixed period exclusions","2007/08","Academic Year","Indian","ONS 18+1","England","State-funded primary","0.187555858","149","79443"
"Fixed period exclusions","2007/08","Academic Year","Pakistani","ONS 18+1","England","State-funded primary","0.667395337","806","120768"
"Fixed period exclusions","2007/08","Academic Year","Bangladeshi","ONS 18+1","England","State-funded primary","0.433459925","218","50293"
"Fixed period exclusions","2007/08","Academic Year","Asian other","ONS 18+1","England","State-funded primary","0.274933885","105","38191"
"Fixed period exclusions","2007/08","Academic Year","Black","ONS 5+1","England","State-funded primary","2.324040175","3612","155419"
"Fixed period exclusions","2007/08","Academic Year","Black Caribbean","ONS 18+1","England","State-funded primary","3.563507956","1655","46443"
"Fixed period exclusions","2007/08","Academic Year","Black African","ONS 18+1","England","State-funded primary","1.621438781","1486","91647"
"Fixed period exclusions","2007/08","Academic Year","Black other","ONS 18+1","England","State-funded primary","2.717987189","471","17329"
"Fixed period exclusions","2007/08","Academic Year","Chinese","ONS 5+1","England","State-funded primary","0.045712196","5","10938"
"Fixed period exclusions","2007/08","Academic Year","Other","ONS 5+1","England","State-funded primary","0.531136396","225","42362"
"Fixed period exclusions","2007/08","Academic Year","All Ethnic Minorities","ONS 18+1","England","State-funded primary","1.182999373","8981","759172"
"Fixed period exclusions","2007/08","Academic Year","Unclassified","ONS 18+1","England","State-funded primary","2.120948445","585","27582"
"Fixed period exclusions","2007/08","Academic Year","Total","ONS 5+1","England","State-funded secondary","9.839903478","324183","3294575"
"Fixed period exclusions","2007/08","Academic Year","White","ONS 5+1","England","State-funded secondary","9.826441254","266883","2715968"
"Fixed period exclusions","2007/08","Academic Year","White British","ONS 18+1","England","State-funded secondary","9.858627174","256262","2599368"
"Fixed period exclusions","2007/08","Academic Year","White Irish","ONS 18+1","England","State-funded secondary","9.975247525","1209","12120"
"Fixed period exclusions","2007/08","Academic Year","Irish Traveller","ONS 18+1","England","State-funded secondary","39.58944282","405","1023"
"Fixed period exclusions","2007/08","Academic Year","Gypsy/Roma","ONS 18+1","England","State-funded secondary","45.96994536","1346","2928"
"Fixed period exclusions","2007/08","Academic Year","White other","ONS 18+1","England","State-funded secondary","7.620686568","7661","100529"
"Fixed period exclusions","2007/08","Academic Year","Mixed","ONS 5+1","England","State-funded secondary","14.56369107","14520","99700"
"Fixed period exclusions","2007/08","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","State-funded secondary","20.98055405","7369","35123"
"Fixed period exclusions","2007/08","Academic Year","Mixed White/Black African","ONS 18+1","England","State-funded secondary","13.75601762","1343","9763"
"Fixed period exclusions","2007/08","Academic Year","Mixed White/Asian","ONS 18+1","England","State-funded secondary","8.173124322","1658","20286"
"Fixed period exclusions","2007/08","Academic Year","Mixed other","ONS 18+1","England","State-funded secondary","12.01923077","4150","34528"
"Fixed period exclusions","2007/08","Academic Year","Asian","ONS 5+1","England","State-funded secondary","5.524360033","13380","242200"
"Fixed period exclusions","2007/08","Academic Year","Indian","ONS 18+1","England","State-funded secondary","2.777398239","2236","80507"
"Fixed period exclusions","2007/08","Academic Year","Pakistani","ONS 18+1","England","State-funded secondary","7.947978475","7193","90501"
"Fixed period exclusions","2007/08","Academic Year","Bangladeshi","ONS 18+1","England","State-funded secondary","6.698419691","2433","36322"
"Fixed period exclusions","2007/08","Academic Year","Asian other","ONS 18+1","England","State-funded secondary","4.353312303","1518","34870"
"Fixed period exclusions","2007/08","Academic Year","Black","ONS 5+1","England","State-funded secondary","14.28678018","19148","134026"
"Fixed period exclusions","2007/08","Academic Year","Black Caribbean","ONS 18+1","England","State-funded secondary","18.21507114","8117","44562"
"Fixed period exclusions","2007/08","Academic Year","Black African","ONS 18+1","England","State-funded secondary","11.34525358","8458","74551"
"Fixed period exclusions","2007/08","Academic Year","Black other","ONS 18+1","England","State-funded secondary","17.25340307","2573","14913"
"Fixed period exclusions","2007/08","Academic Year","Chinese","ONS 5+1","England","State-funded secondary","1.652103679","225","13619"
"Fixed period exclusions","2007/08","Academic Year","Other","ONS 5+1","England","State-funded secondary","7.582071063","2693","35518"
"Fixed period exclusions","2007/08","Academic Year","All Ethnic Minorities","ONS 18+1","England","State-funded secondary","9.442183825","60587","641663"
"Fixed period exclusions","2007/08","Academic Year","Unclassified","ONS 18+1","England","State-funded secondary","13.93730872","7332","52607"
"Fixed period exclusions","2007/08","Academic Year","Total","ONS 5+1","England","Special","18.03365459","16354","90686"
"Fixed period exclusions","2007/08","Academic Year","White","ONS 5+1","England","Special","19.62247586","13857","70618"
"Fixed period exclusions","2007/08","Academic Year","White British","ONS 18+1","England","Special","19.70200135","13408","68054"
"Fixed period exclusions","2007/08","Academic Year","White Irish","ONS 18+1","England","Special","22.45614035","64","285"
"Fixed period exclusions","2007/08","Academic Year","Irish Traveller","ONS 18+1","England","Special","22.72727273","20","88"
"Fixed period exclusions","2007/08","Academic Year","Gypsy/Roma","ONS 18+1","England","Special","36.14457831","60","166"
"Fixed period exclusions","2007/08","Academic Year","White other","ONS 18+1","England","Special","15.0617284","305","2025"
"Fixed period exclusions","2007/08","Academic Year","Mixed","ONS 5+1","England","Special","33.76097232","1000","2962"
"Fixed period exclusions","2007/08","Academic Year","Mixed White/Black Caribbean","ONS 18+1","England","Special","57.05186533","627","1099"
"Fixed period exclusions","2007/08","Academic Year","Mixed White/Black African","ONS 18+1","England","Special","35.16129032","109","310"
"Fixed period exclusions","2007/08","Academic Year","Mixed White/Asian","ONS 18+1","England","Special","9.53307393","49","514"
"Fixed period exclusions","2007/08","Academic Year","Mixed other","ONS 18+1","England","Special","20.69297401","215","1039"
"Fixed period exclusions","2007/08","Academic Year","Asian","ONS 5+1","England","Special","4.835237622","292","6039"
"Fixed period exclusions","2007/08","Academic Year","Indian","ONS 18+1","England","Special","2.41509434","32","1325"
"Fixed period exclusions","2007/08","Academic Year","Pakistani","ONS 18+1","England","Special","6.01075609","190","3161"
"Fixed period exclusions","2007/08","Academic Year","Bangladeshi","ONS 18+1","England","Special","3.679369251","28","761"
"Fixed period exclusions","2007/08","Academic Year","Asian other","ONS 18+1","England","Special","5.303030303","42","792"
"Fixed period exclusions","2007/08","Academic Year","Black","ONS 5+1","England","Special","17.82964986","718","4027"
"Fixed period exclusions","2007/08","Academic Year","Black Caribbean","ONS 18+1","England","Special","30.72334079","412","1341"
"Fixed period exclusions","2007/08","Academic Year","Black African","ONS 18+1","England","Special","9.143407122","190","2078"
"Fixed period exclusions","2007/08","Academic Year","Black other","ONS 18+1","England","Special","19.07894737","116","608"
"Fixed period exclusions","2007/08","Academic Year","Chinese","ONS 5+1","England","Special","2.419354839","6","248"
"Fixed period exclusions","2007/08","Academic Year","Other","ONS 5+1","England","Special","7.692307692","59","767"
"Fixed period exclusions","2007/08","Academic Year","All Ethnic Minorities","ONS 18+1","England","Special","15.19841031","2524","16607"
"Fixed period exclusions","2007/08","Academic Year","Unclassified","ONS 18+1","England","Special","33.57664234","414","1233"
"Fixed period exclusions","2006/07","Academic Year","Total","ONS 5+1","England","Total","5.653722547","425554","7526970"
"Fixed period exclusions","2006/07","Academic Year","White","ONS 5+1","England","Total","6.324199062","347846","5500238"
"Fixed period exclusions","2006/07","Academic Year","White British","ONS 18+1","England","Total","6.36854797","336040","5276556"
"Fixed period exclusions","2006/07","Academic Year","White Irish","ONS 18+1","England","Total","6.909867718","1682","24342"
"Fixed period exclusions","2006/07","Academic Year","Irish Traveller","ONS 18+1","England","Total","15.99706026","653","4082"
"Fixed period exclusions","2006/07","Academic Year","Gypsy/Roma","ONS 18+1","England","Total","19.18863609","1594","8307"
