"Measure","Time","Time_Type","Local_Authority_code","Local_Authority_name","Type of school","Ethnicity","Ethnicity_type","Value","Numerator","Denominator"
"Permanent exclusions","2017/18","Academic Year","E10000020","Norfolk","special","Black","ONS 5+1","0","0","12"
"Permanent exclusions","2017/18","Academic Year","E10000020","Norfolk","special","Black Caribbean","ONS 18+1","0","0","2"
"Permanent exclusions","2017/18","Academic Year","E10000020","Norfolk","special","Black African","ONS 18+1","0","0","8"
"Permanent exclusions","2017/18","Academic Year","E10000020","Norfolk","special","Black other","ONS 18+1","0","0","2"
"Permanent exclusions","2017/18","Academic Year","E10000020","Norfolk","special","Chinese","ONS 5+1","0","0","6"
"Permanent exclusions","2017/18","Academic Year","E10000020","Norfolk","special","Other","ONS 5+1","0","0","12"
"Permanent exclusions","2017/18","Academic Year","E10000020","Norfolk","special","All Ethnic Minorities","ONS 18+1","0","0","152"
"Permanent exclusions","2017/18","Academic Year","E10000020","Norfolk","special","Unclassified","ONS 18+1","0","0","12"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","Total","White","ONS 5+1","0.11","105","96496"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","Total","White British","ONS 18+1","0.12","98","84916"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","Total","White Irish","ONS 18+1","0.42","1","236"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","Total","Irish Traveller","ONS 18+1","0","0","76"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","Total","Gypsy/Roma","ONS 18+1","0","0","156"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","Total","White other","ONS 18+1","0.05","6","11112"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","Total","Mixed","ONS 5+1","0.16","10","6307"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","Total","Mixed White/Black Caribbean","ONS 18+1","0.38","8","2097"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","Total","Mixed White/Black African","ONS 18+1","0.08","1","1269"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","Total","Mixed White/Asian","ONS 18+1","0.08","1","1219"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","Total","Mixed other","ONS 18+1","0","0","1722"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","Total","Asian","ONS 5+1","0","0","5363"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","Total","Indian","ONS 18+1","0","0","2132"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","Total","Pakistani","ONS 18+1","0","0","735"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","Total","Bangladeshi","ONS 18+1","0","0","1488"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","Total","Asian other","ONS 18+1","0","0","1008"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","Total","Black","ONS 5+1","0.07","4","5830"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","Total","Black Caribbean","ONS 18+1","0.16","1","620"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","Total","Black African","ONS 18+1","0.03","1","3897"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","Total","Black other","ONS 18+1","0.15","2","1313"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","Total","Chinese","ONS 5+1","0","0","364"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","Total","Other","ONS 5+1","0.13","1","772"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","Total","All Ethnic Minorities","ONS 18+1","0.07","22","30216"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","Total","Unclassified","ONS 18+1","0.25","2","802"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","State-funded primary","White","ONS 5+1","0.04","20","55580"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","State-funded primary","White British","ONS 18+1","0.04","20","47746"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","State-funded primary","White Irish","ONS 18+1","0","0","128"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","State-funded primary","Irish Traveller","ONS 18+1","0","0","65"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","State-funded primary","Gypsy/Roma","ONS 18+1","0","0","113"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","State-funded primary","White other","ONS 18+1","0","0","7528"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","State-funded primary","Mixed","ONS 5+1","0.08","3","3863"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","State-funded primary","Mixed White/Black Caribbean","ONS 18+1","0.16","2","1253"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","State-funded primary","Mixed White/Black African","ONS 18+1","0","0","811"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","State-funded primary","Mixed White/Asian","ONS 18+1","0.13","1","743"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","State-funded primary","Mixed other","ONS 18+1","0","0","1056"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","State-funded primary","Asian","ONS 5+1","0","0","3006"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","State-funded primary","Indian","ONS 18+1","0","0","1179"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","State-funded primary","Pakistani","ONS 18+1","0","0","431"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","State-funded primary","Bangladeshi","ONS 18+1","0","0","792"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","State-funded primary","Asian other","ONS 18+1","0","0","604"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","State-funded primary","Black","ONS 5+1","0","0","3366"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","State-funded primary","Black Caribbean","ONS 18+1","0","0","310"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","State-funded primary","Black African","ONS 18+1","0","0","2290"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","State-funded primary","Black other","ONS 18+1","0","0","766"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","State-funded primary","Chinese","ONS 5+1","0","0","190"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","State-funded primary","Other","ONS 5+1","0","0","465"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","State-funded primary","All Ethnic Minorities","ONS 18+1","0.02","3","18724"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","State-funded primary","Unclassified","ONS 18+1","0","0","336"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","State-funded secondary","White","ONS 5+1","0.2","80","39440"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","State-funded secondary","White British","ONS 18+1","0.2","73","35778"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","State-funded secondary","White Irish","ONS 18+1","0.93","1","107"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","State-funded secondary","Irish Traveller","ONS 18+1","0","0","9"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","State-funded secondary","Gypsy/Roma","ONS 18+1","0","0","38"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","State-funded secondary","White other","ONS 18+1","0.17","6","3508"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","State-funded secondary","Mixed","ONS 5+1","0.3","7","2315"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","State-funded secondary","Mixed White/Black Caribbean","ONS 18+1","0.76","6","791"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","State-funded secondary","Mixed White/Black African","ONS 18+1","0.23","1","440"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","State-funded secondary","Mixed White/Asian","ONS 18+1","0","0","461"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","State-funded secondary","Mixed other","ONS 18+1","0","0","623"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","State-funded secondary","Asian","ONS 5+1","0","0","2291"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","State-funded secondary","Indian","ONS 18+1","0","0","934"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","State-funded secondary","Pakistani","ONS 18+1","0","0","295"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","State-funded secondary","Bangladeshi","ONS 18+1","0","0","670"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","State-funded secondary","Asian other","ONS 18+1","0","0","392"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","State-funded secondary","Black","ONS 5+1","0.17","4","2377"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","State-funded secondary","Black Caribbean","ONS 18+1","0.33","1","299"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","State-funded secondary","Black African","ONS 18+1","0.06","1","1551"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","State-funded secondary","Black other","ONS 18+1","0.38","2","527"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","State-funded secondary","Chinese","ONS 5+1","0","0","173"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","State-funded secondary","Other","ONS 5+1","0.34","1","292"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","State-funded secondary","All Ethnic Minorities","ONS 18+1","0.17","19","11110"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","State-funded secondary","Unclassified","ONS 18+1","0.43","2","460"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","special","White","ONS 5+1","0.34","5","1476"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","special","White British","ONS 18+1","0.36","5","1392"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","special","White Irish","ONS 18+1","0","0","1"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","special","Irish Traveller","ONS 18+1","0","0","2"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","special","Gypsy/Roma","ONS 18+1","0","0","5"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","special","White other","ONS 18+1","0","0","76"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","special","Mixed","ONS 5+1","0","0","129"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","special","Mixed White/Black Caribbean","ONS 18+1","0","0","53"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","special","Mixed White/Black African","ONS 18+1","0","0","18"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","special","Mixed White/Asian","ONS 18+1","0","0","15"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","special","Mixed other","ONS 18+1","0","0","43"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","special","Asian","ONS 5+1","0","0","66"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","special","Indian","ONS 18+1","0","0","19"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","special","Pakistani","ONS 18+1","0","0","9"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","special","Bangladeshi","ONS 18+1","0","0","26"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","special","Asian other","ONS 18+1","0","0","12"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","special","Black","ONS 5+1","0","0","87"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","special","Black Caribbean","ONS 18+1","0","0","11"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","special","Black African","ONS 18+1","0","0","56"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","special","Black other","ONS 18+1","0","0","20"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","special","Chinese","ONS 5+1","0","0","1"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","special","Other","ONS 5+1","0","0","15"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","special","All Ethnic Minorities","ONS 18+1","0","0","382"
"Permanent exclusions","2017/18","Academic Year","E10000021","Northamptonshire","special","Unclassified","ONS 18+1","0","0","6"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","Total","White","ONS 5+1","0.18","80","43482"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","Total","White British","ONS 18+1","0.19","80","42831"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","Total","White Irish","ONS 18+1","0","0","60"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","Total","Irish Traveller","ONS 18+1","0","0","7"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","Total","Gypsy/Roma","ONS 18+1","0","0","64"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","Total","White other","ONS 18+1","0","0","520"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","Total","Mixed","ONS 5+1","0.51","4","787"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","Total","Mixed White/Black Caribbean","ONS 18+1","0","0","111"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","Total","Mixed White/Black African","ONS 18+1","0","0","124"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","Total","Mixed White/Asian","ONS 18+1","0.79","2","254"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","Total","Mixed other","ONS 18+1","0.67","2","298"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","Total","Asian","ONS 5+1","0","0","589"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","Total","Indian","ONS 18+1","0","0","178"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","Total","Pakistani","ONS 18+1","0","0","127"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","Total","Bangladeshi","ONS 18+1","0","0","80"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","Total","Asian other","ONS 18+1","0","0","204"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","Total","Black","ONS 5+1","0","0","55"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","Total","Black Caribbean","ONS 18+1","0","0","3"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","Total","Black African","ONS 18+1","0","0","35"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","Total","Black other","ONS 18+1","0","0","17"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","Total","Chinese","ONS 5+1","0","0","92"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","Total","Other","ONS 5+1","0","0","96"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","Total","All Ethnic Minorities","ONS 18+1","0.18","4","2270"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","Total","Unclassified","ONS 18+1","0.64","1","156"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","State-funded primary","White","ONS 5+1","0.02","3","19879"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","State-funded primary","White British","ONS 18+1","0.02","3","19574"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","State-funded primary","White Irish","ONS 18+1","0","0","32"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","State-funded primary","Irish Traveller","ONS 18+1","0","0","4"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","State-funded primary","Gypsy/Roma","ONS 18+1","0","0","30"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","State-funded primary","White other","ONS 18+1","0","0","239"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","State-funded primary","Mixed","ONS 5+1","0","0","400"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","State-funded primary","Mixed White/Black Caribbean","ONS 18+1","0","0","52"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","State-funded primary","Mixed White/Black African","ONS 18+1","0","0","58"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","State-funded primary","Mixed White/Asian","ONS 18+1","0","0","140"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","State-funded primary","Mixed other","ONS 18+1","0","0","150"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","State-funded primary","Asian","ONS 5+1","0","0","268"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","State-funded primary","Indian","ONS 18+1","0","0","79"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","State-funded primary","Pakistani","ONS 18+1","0","0","52"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","State-funded primary","Bangladeshi","ONS 18+1","0","0","25"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","State-funded primary","Asian other","ONS 18+1","0","0","112"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","State-funded primary","Black","ONS 5+1","0","0","20"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","State-funded primary","Black Caribbean","ONS 18+1","0","0","2"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","State-funded primary","Black African","ONS 18+1","0","0","9"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","State-funded primary","Black other","ONS 18+1","0","0","9"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","State-funded primary","Chinese","ONS 5+1","0","0","54"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","State-funded primary","Other","ONS 5+1","0","0","55"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","State-funded primary","All Ethnic Minorities","ONS 18+1","0","0","1102"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","State-funded primary","Unclassified","ONS 18+1","0","0","64"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","State-funded secondary","White","ONS 5+1","0.32","72","22834"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","State-funded secondary","White British","ONS 18+1","0.32","72","22503"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","State-funded secondary","White Irish","ONS 18+1","0","0","26"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","State-funded secondary","Irish Traveller","ONS 18+1","0","0","3"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","State-funded secondary","Gypsy/Roma","ONS 18+1","0","0","34"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","State-funded secondary","White other","ONS 18+1","0","0","268"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","State-funded secondary","Mixed","ONS 5+1","1.06","4","379"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","State-funded secondary","Mixed White/Black Caribbean","ONS 18+1","0","0","57"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","State-funded secondary","Mixed White/Black African","ONS 18+1","0","0","63"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","State-funded secondary","Mixed White/Asian","ONS 18+1","1.79","2","112"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","State-funded secondary","Mixed other","ONS 18+1","1.36","2","147"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","State-funded secondary","Asian","ONS 5+1","0","0","316"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","State-funded secondary","Indian","ONS 18+1","0","0","99"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","State-funded secondary","Pakistani","ONS 18+1","0","0","75"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","State-funded secondary","Bangladeshi","ONS 18+1","0","0","54"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","State-funded secondary","Asian other","ONS 18+1","0","0","88"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","State-funded secondary","Black","ONS 5+1","0","0","34"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","State-funded secondary","Black Caribbean","ONS 18+1","0","0","1"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","State-funded secondary","Black African","ONS 18+1","0","0","25"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","State-funded secondary","Black other","ONS 18+1","0","0","8"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","State-funded secondary","Chinese","ONS 5+1","0","0","38"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","State-funded secondary","Other","ONS 5+1","0","0","41"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","State-funded secondary","All Ethnic Minorities","ONS 18+1","0.35","4","1139"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","State-funded secondary","Unclassified","ONS 18+1","1.15","1","87"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","special","White","ONS 5+1","0.65","5","769"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","special","White British","ONS 18+1","0.66","5","754"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","special","White Irish","ONS 18+1","0","0","2"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","special","White other","ONS 18+1","0","0","13"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","special","Mixed","ONS 5+1","0","0","8"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","special","Mixed White/Black Caribbean","ONS 18+1","0","0","2"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","special","Mixed White/Black African","ONS 18+1","0","0","3"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","special","Mixed White/Asian","ONS 18+1","0","0","2"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","special","Mixed other","ONS 18+1","0","0","1"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","special","Asian","ONS 5+1","0","0","5"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","special","Bangladeshi","ONS 18+1","0","0","1"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","special","Asian other","ONS 18+1","0","0","4"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","special","Black","ONS 5+1","0","0","1"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","special","Black African","ONS 18+1","0","0","1"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","special","All Ethnic Minorities","ONS 18+1","0","0","29"
"Permanent exclusions","2017/18","Academic Year","E06000048","Northumberland","special","Unclassified","ONS 18+1","0","0","5"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","Total","White","ONS 5+1","0.04","34","76674"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","Total","White British","ONS 18+1","0.05","32","69465"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","Total","White Irish","ONS 18+1","0","0","275"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","Total","Irish Traveller","ONS 18+1","0","0","90"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","Total","Gypsy/Roma","ONS 18+1","0","0","111"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","Total","White other","ONS 18+1","0.03","2","6733"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","Total","Mixed","ONS 5+1","0.07","4","6038"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","Total","Mixed White/Black Caribbean","ONS 18+1","0.07","1","1356"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","Total","Mixed White/Black African","ONS 18+1","0.11","1","948"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","Total","Mixed White/Asian","ONS 18+1","0.11","2","1804"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","Total","Mixed other","ONS 18+1","0","0","1930"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","Total","Asian","ONS 5+1","0.04","2","5611"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","Total","Indian","ONS 18+1","0.1","1","1021"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","Total","Pakistani","ONS 18+1","0.05","1","2143"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","Total","Bangladeshi","ONS 18+1","0","0","548"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","Total","Asian other","ONS 18+1","0","0","1899"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","Total","Black","ONS 5+1","0.08","2","2397"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","Total","Black Caribbean","ONS 18+1","0.27","1","369"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","Total","Black African","ONS 18+1","0","0","1665"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","Total","Black other","ONS 18+1","0.28","1","363"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","Total","Chinese","ONS 5+1","0","0","368"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","Total","Other","ONS 5+1","0","0","1230"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","Total","All Ethnic Minorities","ONS 18+1","0.04","10","22853"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","Total","Unclassified","ONS 18+1","0","0","1457"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","State-funded primary","White","ONS 5+1","0.02","10","44209"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","State-funded primary","White British","ONS 18+1","0.03","10","39763"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","State-funded primary","White Irish","ONS 18+1","0","0","154"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","State-funded primary","Irish Traveller","ONS 18+1","0","0","60"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","State-funded primary","Gypsy/Roma","ONS 18+1","0","0","81"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","State-funded primary","White other","ONS 18+1","0","0","4151"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","State-funded primary","Mixed","ONS 5+1","0.03","1","3651"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","State-funded primary","Mixed White/Black Caribbean","ONS 18+1","0.13","1","773"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","State-funded primary","Mixed White/Black African","ONS 18+1","0","0","607"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","State-funded primary","Mixed White/Asian","ONS 18+1","0","0","1128"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","State-funded primary","Mixed other","ONS 18+1","0","0","1143"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","State-funded primary","Asian","ONS 5+1","0","0","3399"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","State-funded primary","Indian","ONS 18+1","0","0","625"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","State-funded primary","Pakistani","ONS 18+1","0","0","1250"
"Permanent exclusions","2017/18","Academic Year","E10000025","Oxfordshire","State-funded primary","Bangladeshi","ONS 18+1","0","0","278"
