"Measure","Year","Time_type","Ethnicity","Ethnicity_type","Geography","Broad ethnicity","Gender","Gender_type","Teacher","Teacher_type","School","School_type","Value","Value_type","Value_note","Teachers"
"Number of teachers","2016","Year","Any other Asian Background","16+1","England","Asian","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.8","%","","1000"
"Number of teachers","2016","Year","Black Caribbean","16+1","England","Black","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","1.3","%","","1600"
"Number of teachers","2016","Year","Black African","16+1","England","Black","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","1","%","","1200"
"Number of teachers","2016","Year","Any other Black background","16+1","England","Black","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.4","%","","500"
"Number of teachers","2016","Year","Chinese","16+1","England","Chinese and other","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.3","%","","300"
"Number of teachers","2016","Year","Any other ethnic group","16+1","England","Chinese and other","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.8","%","","900"
"Number of teachers","2016","Year","Ethnicity details provided","16+1","England","Ethnicity details provided","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","93","%","","122400"
"Number of teachers","2016","Year","Refused","16+1","England","Unknown","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.9","%","","1200"
"Number of teachers","2016","Year","Information not yet obtained","16+1","England","Unknown","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","6.1","%","","8000"
"Number of teachers","2017","Year","Any other Asian Background","16+1","England","Asian","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.9","%","","1100"
"Number of teachers","2017","Year","Any other Black background","16+1","England","Black","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.4","%","","500"
"Number of teachers","2017","Year","Any other ethnic group","16+1","England","Chinese and other","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.8","%","","1000"
"Number of teachers","2017","Year","Any other mixed background","16+1","England","Mixed","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.6","%","","700"
"Number of teachers","2017","Year","Any other white background","16+1","England","White","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","5.7","%","","6800"
"Number of teachers","2017","Year","Bangladeshi","16+1","England","Asian","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.6","%","","800"
"Number of teachers","2017","Year","Black - African","16+1","England","Black","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","1.1","%","","1300"
"Number of teachers","2017","Year","Black Caribbean","16+1","England","Black","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","1.3","%","","1600"
"Number of teachers","2017","Year","Chinese","16+1","England","Chinese and other","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.3","%","","300"
"Number of teachers","2017","Year","Ethnicity details provided","16+1","England","Ethnicity details provided","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","92.5","%","","119500"
"Number of teachers","2017","Year","Indian","16+1","England","Asian","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","2.5","%","","3000"
"Number of teachers","2017","Year","Information not yet obtained","16+1","England","Unknown","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","6.6","%","","8600"
"Number of teachers","2017","Year","Pakistani","16+1","England","Asian","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","1.4","%","","1700"
"Number of teachers","2017","Year","Refused","16+1","England","Unknown","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.9","%","","1100"
"Number of teachers","2017","Year","White - British","16+1","England","White","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","81.6","%","","97600"
"Number of teachers","2017","Year","White - Irish","16+1","England","White","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","1.8","%","","2200"
"Number of teachers","2017","Year","White and Asian","16+1","England","Mixed","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.4","%","","400"
"Number of teachers","2017","Year","White and Black African","16+1","England","Mixed","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.1","%","","200"
"Number of teachers","2017","Year","White and Black Caribbean","16+1","England","Mixed","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.4","%","","500"
"Number of teachers","2018","Year","Any Other Asian Background","16+1","England","Asian","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.9","%","","1100"
"Number of teachers","2018","Year","Any Other Black Background","16+1","England","Black","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.4","%","","500"
"Number of teachers","2018","Year","Any Other Ethnic Group","16+1","England","Chinese and other","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.9","%","","1000"
"Number of teachers","2018","Year","Any Other Mixed Background","16+1","England","Mixed","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.6","%","","700"
"Number of teachers","2018","Year","Any Other White Background","16+1","England","White","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","5.7","%","","6800"
"Number of teachers","2018","Year","Bangladeshi","16+1","England","Asian","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.7","%","","900"
"Number of teachers","2018","Year","Black African","16+1","England","Black","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","1.2","%","","1400"
"Number of teachers","2018","Year","Black Caribbean","16+1","England","Black","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","1.3","%","","1600"
"Number of teachers","2018","Year","Chinese","16+1","England","Chinese and other","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.3","%","","300"
"Number of teachers","2018","Year","Ethnicity Details Provided ","16+1","England","Ethnicity details provided","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","92.0","%","","118800"
"Number of teachers","2018","Year","Indian","16+1","England","Asian","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","2.6","%","","3100"
"Number of teachers","2018","Year","Information Not Yet Obtained","16+1","England","Unknown","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","6.9","%","","8900"
"Number of teachers","2018","Year","Pakistani","16+1","England","Asian","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","1.5","%","","1800"
"Number of teachers","2018","Year","Refused","16+1","England","Unknown","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","1.1","%","","1400"
"Number of teachers","2018","Year","White and Asian","16+1","England","Mixed","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.4","%","","400"
"Number of teachers","2018","Year","White and Black African","16+1","England","Mixed","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.2","%","","200"
"Number of teachers","2018","Year","White and Black Caribbean","16+1","England","Mixed","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.4","%","","500"
"Number of teachers","2018","Year","White British","16+1","England","White","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","81.2","%","","96400"
"Number of teachers","2018","Year","White Irish","16+1","England","White","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","1.7","%","","2000"
"Number of teachers","2016","Year","White - British","16+1","England","White","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","89.5","%","","16500"
"Number of teachers","2016","Year","White - Irish","16+1","England","White","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","2.1","%","","400"
"Number of teachers","2016","Year","Any other white background","16+1","England","White","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","2.3","%","","400"
"Number of teachers","2016","Year","White and Black Caribbean","16+1","England","Mixed","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.2","%","","!"
"Number of teachers","2016","Year","White and Black African","16+1","England","Mixed","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.1","%","","!"
"Number of teachers","2016","Year","White and Asian","16+1","England","Mixed","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.3","%","","100"
"Number of teachers","2016","Year","Any other mixed background","16+1","England","Mixed","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.4","%","","100"
"Number of teachers","2016","Year","Indian","16+1","England","Asian","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","1.5","%","","300"
"Number of teachers","2016","Year","Pakistani","16+1","England","Asian","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.7","%","","100"
"Number of teachers","2016","Year","Bangladeshi","16+1","England","Asian","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.2","%","","!"
"Number of teachers","2016","Year","Any other Asian Background","16+1","England","Asian","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.5","%","","100"
"Number of teachers","2016","Year","Black Caribbean","16+1","England","Black","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","1","%","","200"
"Number of teachers","2016","Year","Black African","16+1","England","Black","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.5","%","","100"
"Number of teachers","2016","Year","Any other Black background","16+1","England","Black","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.3","%","","100"
"Number of teachers","2016","Year","Chinese","16+1","England","Chinese and other","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.1","%","","!"
"Number of teachers","2016","Year","Any other ethnic group","16+1","England","Chinese and other","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.4","%","","100"
"Number of teachers","2016","Year","Ethnicity details provided","16+1","England","Ethnicity details provided","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","95.1","%","","18500"
"Number of teachers","2016","Year","Refused","16+1","England","Unknown","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.7","%","","100"
"Number of teachers","2016","Year","Information not yet obtained","16+1","England","Unknown","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","4.2","%","","800"
"Number of teachers","2017","Year","Any other Asian Background","16+1","England","Asian","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.5","%","","100"
"Number of teachers","2017","Year","Any other Black background","16+1","England","Black","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.3","%","","100"
"Number of teachers","2017","Year","Any other ethnic group","16+1","England","Chinese and other","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.4","%","","100"
"Number of teachers","2017","Year","Any other mixed background","16+1","England","Mixed","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.4","%","","100"
"Number of teachers","2017","Year","Any other white background","16+1","England","White","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","2.4","%","","400"
"Number of teachers","2017","Year","Bangladeshi","16+1","England","Asian","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.3","%","","!"
"Number of teachers","2017","Year","Black - African","16+1","England","Black","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.5","%","","100"
"Number of teachers","2017","Year","Black Caribbean","16+1","England","Black","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.9","%","","200"
"Number of teachers","2017","Year","Chinese","16+1","England","Chinese and other","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.1","%","","!"
"Number of teachers","2017","Year","Ethnicity details provided","16+1","England","Ethnicity details provided","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","94.8","%","","18300"
"Number of teachers","2017","Year","Indian","16+1","England","Asian","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","1.6","%","","300"
"Number of teachers","2017","Year","Information not yet obtained","16+1","England","Unknown","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","4.6","%","","900"
"Number of teachers","2017","Year","Pakistani","16+1","England","Asian","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.8","%","","200"
"Number of teachers","2017","Year","Refused","16+1","England","Unknown","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.6","%","","100"
"Number of teachers","2017","Year","White - British","16+1","England","White","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","89","%","","16300"
"Number of teachers","2017","Year","White - Irish","16+1","England","White","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","2.1","%","","400"
"Number of teachers","2017","Year","White and Asian","16+1","England","Mixed","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.3","%","","100"
"Number of teachers","2017","Year","White and Black African","16+1","England","Mixed","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.1","%","","!"
"Number of teachers","2017","Year","White and Black Caribbean","16+1","England","Mixed","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.2","%","","!"
"Number of teachers","2018","Year","Any Other Asian Background","16+1","England","Asian","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.5","%","","100"
"Number of teachers","2018","Year","Any Other Black Background","16+1","England","Black","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.3","%","","!"
"Number of teachers","2018","Year","Any Other Ethnic Group","16+1","England","Chinese and other","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.5","%","","100"
"Number of teachers","2018","Year","Any Other Mixed Background","16+1","England","Mixed","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.3","%","","100"
"Number of teachers","2018","Year","Any Other White Background","16+1","England","White","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","2.5","%","","500"
"Number of teachers","2018","Year","Bangladeshi","16+1","England","Asian","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.3","%","","100"
"Number of teachers","2018","Year","Black African","16+1","England","Black","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.6","%","","100"
"Number of teachers","2018","Year","Black Caribbean","16+1","England","Black","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","1.1","%","","200"
"Number of teachers","2018","Year","Chinese","16+1","England","Chinese and other","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.1","%","","!"
"Number of teachers","2018","Year","Ethnicity Details Provided","16+1","England","Ethnicity details provided","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","93.8","%","","18400"
"Number of teachers","2018","Year","Indian","16+1","England","Asian","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","1.7","%","","300"
"Number of teachers","2018","Year","Information Not Yet Obtained","16+1","England","Unknown","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","5.3","%","","1000"
"Number of teachers","2018","Year","Pakistani","16+1","England","Asian","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.8","%","","200"
"Number of teachers","2018","Year","Refused","16+1","England","Unknown","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.8","%","","200"
"Number of teachers","2018","Year","White and Asian","16+1","England","Mixed","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.4","%","","100"
"Number of teachers","2018","Year","White and Black African","16+1","England","Mixed","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.1","%","","!"
"Number of teachers","2018","Year","White and Black Caribbean","16+1","England","Mixed","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.2","%","","!"
"Number of teachers","2018","Year","White British","16+1","England","White","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","88.5","%","","16300"
"Number of teachers","2018","Year","White Irish","16+1","England","White","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","2.1","%","","400"
"Number of teachers","2016","Year","White - British","16+1","England","White","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","90.5","%","","8000"
"Number of teachers","2016","Year","White - Irish","16+1","England","White","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","1.9","%","","200"
"Number of teachers","2016","Year","Any other white background","16+1","England","White","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","1.8","%","","200"
"Number of teachers","2016","Year","White and Black Caribbean","16+1","England","Mixed","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.2","%","","!"
"Number of teachers","2016","Year","White and Black African","16+1","England","Mixed","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.1","%","","!"
"Number of teachers","2016","Year","White and Asian","16+1","England","Mixed","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.3","%","","!"
"Number of teachers","2016","Year","Any other mixed background","16+1","England","Mixed","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.3","%","","!"
"Number of teachers","2016","Year","Indian","16+1","England","Asian","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","1.4","%","","100"
"Number of teachers","2016","Year","Pakistani","16+1","England","Asian","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.8","%","","100"
"Number of teachers","2016","Year","Bangladeshi","16+1","England","Asian","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.3","%","","!"
"Number of teachers","2016","Year","Any other Asian Background","16+1","England","Asian","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.4","%","","!"
"Number of teachers","2016","Year","Black Caribbean","16+1","England","Black","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.7","%","","100"
"Number of teachers","2016","Year","Black African","16+1","England","Black","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.4","%","","!"
"Number of teachers","2016","Year","Any other Black background","16+1","England","Black","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.2","%","","!"
"Number of teachers","2016","Year","Chinese","16+1","England","Chinese and other","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.1","%","","!"
"Number of teachers","2016","Year","Any other ethnic group","16+1","England","Chinese and other","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.5","%","","!"
"Number of teachers","2016","Year","Ethnicity details provided","16+1","England","Ethnicity details provided","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","95.5","%","","8900"
"Number of teachers","2016","Year","Refused","16+1","England","Unknown","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","0.7","%","","100"
"Number of teachers","2016","Year","Information not yet obtained","16+1","England","Unknown","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Secondary","All/Nursery and Primary/Secondary/Special/Centrally employed","3.8","%","","400"
